gs_cat,gs_subcat,gs_name,entrez_gene,gene_symbol,human_entrez_gene,human_gene_symbol,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,species_name,species_common_name,ortholog_sources,num_ortholog_sources
H,,HALLMARK_KRAS_SIGNALING_UP,12767,Cxcr4,7852,CXCR4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,73379,Dcbld2,131566,DCBLD2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,71972,Dnmbp,23268,DNMBP,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,94176,Dock2,1794,DOCK2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_KRAS_SIGNALING_UP,67603,Dusp6,1848,DUSP6,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,13730,Emp1,2012,EMP1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,13805,Eng,2022,ENG,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,13823,Epb41l3,23136,EPB41L3,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,13844,Ephb2,2048,EPHB2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,13874,Ereg,2069,EREG,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,50527,Ero1a,30001,ERO1A,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,23871,Ets1,2113,ETS1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,14009,Etv1,2115,ETV1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,18612,Etv4,2118,ETV4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,104156,Etv5,2119,ETV5,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,14020,Evi5,7813,EVI5,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Treefam,Ensembl,OrthoDB",9
H,,HALLMARK_KRAS_SIGNALING_UP,74145,F13a1,2162,F13A1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,14063,F2rl1,2150,F2RL1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,106052,Fbxo4,26272,FBXO4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,14127,Fcer1g,2207,FCER1G,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,14180,Fgf9,2254,FGF9,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,14257,Flt4,2324,FLT4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,71665,Fuca1,2517,FUCA1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,14373,G0s2,50486,G0S2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,14396,Gabra3,2556,GABRA3,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,23882,Gadd45g,10912,GADD45G,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,14425,Galnt3,2591,GALNT3,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,14584,Gfpt2,9945,GFPT2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,93692,Glrx,2745,GLRX,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,66066,Gng11,2791,GNG11,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,93695,Gpnmb,10457,GPNMB,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,64297,Gprc5b,51704,GPRC5B,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,60596,Gucy1a1,2982,GUCY1A1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,71683,Gypc,2995,GYPC,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,HGNC,Panther,Treefam,Ensembl,OrthoDB",9
H,,HALLMARK_KRAS_SIGNALING_UP,319178,H2bc3,3018,H2BC3,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"HomoloGene,PhylomeDB,OMA",3
H,,HALLMARK_KRAS_SIGNALING_UP,15200,Hbegf,1839,HBEGF,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,79221,Hdac9,9734,HDAC9,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"HomoloGene,EggNOG,NCBI,HGNC,OMA,Treefam,Ensembl",7
H,,HALLMARK_KRAS_SIGNALING_UP,216019,Hkdc1,80201,HKDC1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,15431,Hoxd11,3237,HOXD11,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,15483,Hsd11b1,3290,HSD11B1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,15902,Id2,3398,ID2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl",11
H,,HALLMARK_KRAS_SIGNALING_UP,16002,Igf2,3481,IGF2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,16009,Igfbp3,3486,IGFBP3,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,22778,Ikzf1,10320,IKZF1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,16154,Il10ra,3587,IL10RA,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,16176,Il1b,3553,IL1B,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,107527,Il1rl2,8808,IL1RL2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,16186,Il2rg,3561,IL2RG,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,77125,Il33,90865,IL33,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,16197,Il7r,3575,IL7R,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,16323,Inhba,3624,INHBA,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,15900,Irf8,3394,IRF8,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,16398,Itga2,3673,ITGA2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,16414,Itgb2,3689,ITGB2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,223272,Itgbl1,9358,ITGBL1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,16480,Jup,3728,JUP,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,16534,Kcnn4,3783,KCNN4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",9
H,,HALLMARK_KRAS_SIGNALING_UP,16574,Kif5c,3800,KIF5C,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,16600,Klf4,9314,KLF4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,16792,Laptm5,7805,LAPTM5,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,56743,Lat2,7462,LAT2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,18826,Lcp1,3936,LCP1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,16878,Lif,3976,LIF,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,17087,Ly96,23643,LY96,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,16658,Mafb,9935,MAFB,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,228576,Mall,7851,MALL,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,26401,Map3k1,4214,MAP3K1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,26411,Map4k1,11184,MAP4K1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,17761,Map7,9053,MAP7,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,67468,Mmd,23531,MMD,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,17384,Mmp10,4319,MMP10,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,17385,Mmp11,4320,MMP11,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,17395,Mmp9,4318,MMP9,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,14012,Mpzl2,10205,MPZL2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,233315,Mtmr10,54893,MTMR10,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,18109,Mycn,4613,MYCN,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,17954,Nap1l2,4674,NAP1L2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,18049,Ngf,4803,NGF,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,18080,Nin,51199,NIN,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,23957,Nr0b2,8431,NR0B2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl",11
H,,HALLMARK_KRAS_SIGNALING_UP,20186,Nr1h4,9971,NR1H4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,18186,Nrp1,8829,NRP1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,18546,Pcp4,5121,PCP4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,30052,Pcsk1n,27344,PCSK1N,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,58205,Pdcd1lg2,80380,PDCD1LG2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,18613,Pecam1,5175,PECAM1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,HGNC,OMA,Panther,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,18616,Peg3,5178,PEG3,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,18703,Pigr,5284,PIGR,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,18791,Plat,5327,PLAT,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,18792,Plau,5328,PLAU,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,18793,Plaur,5329,PLAUR,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,27260,Plek2,26499,PLEK2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,84094,Plvap,83483,PLVAP,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
